title,id,genres,keywords
Showtime,5851,"['Action', 'Comedy']","['police oper', 'police everyday lif', 'fugit']"
Angel Eyes,5852,"['Drama', 'Romance', 'Thriller']","['car crash', 'police offic']"
Family Plot,5854,"['Comedy', 'Crime', 'Thriller']","['fortune tel', 'detect', 'kidnap', 'false ident', 'fraud', 'greed', 'investig', 'murder', 'armed robberi']"
I Know Who Killed Me,5857,"['Crime', 'Horror', 'Mystery', 'Thriller']","['sadist', 'kidnap', 'seduct', 'piano lesson', 'colleg', 'strip club', 'stripteas', 'sadism', 'daughter', 'stripper', 'buried al', 'serial kil', 'writer', 'twin', 'sadistic tortur', 'college stud']"
The Mist,5876,"['Horror', 'Science Fiction', 'Thriller']","['monster', 'supermarket', 'fight', 'artist', 'fog', 'bibl', 'spider', 'faith', 'prayer', 'surviv', 'giant monst', 'anger', 'thunderstorm', 'father son relationship']"
Blue in the Face,5894,['Comedy'],"['smoke', 'cigarett']"
Bolero,5896,"['Drama', 'Romance']","['butler', 'journey']"
A Bridge Too Far,5902,"['Drama', 'History', 'War']","['netherland', 'world war ii', 'bridg', 'alli', 'armi', 'based on a true stori', 'mission', 'tank', 'soldier', '1940']"
Into the Wild,5915,"['Adventure', 'Drama']","['parent child relationship', 'camp', 'self-discoveri', 'wilder', 'biographi', 'road trip', 'based on a true stori', 'alaska', 'journey']"
The Getaway,5916,"['Action', 'Crime', 'Thriller']","['texa', 'murder', 'heist', 'on the run', 'bank robberi', 'double cross']"
The Towering Inferno,5919,"['Action', 'Thriller', 'Drama']","['san francisco, california', 'fire', 'helicopt', 'skyscrap', 'fire engin', 'rescu', 'disast', 'explos', 'trap', 'elev', 'disaster movi', 'firefight', ""world's tallest build"", 'trapped in burning build', 'disaster film']"
The Sand Pebbles,5923,"['Adventure', 'War']","['missionari', 'china', 'u.s. navi', 'chines', 'battl']"
Papillon,5924,"['Crime', 'Drama']","['prison', 'prison escap', 'jungl', 'solitary confin', 'based on memoir or autobiographi', 'prison brut', '1930']"
The Great Escape,5925,"['Adventure', 'Drama', 'History', 'Thriller', 'War']","['based on novel or book', 'optim', 'basebal', 'famous scor', 'prison', 'shower', 'world war ii', 'prisoner of war', 'claustrophobia', 'nazi', 'machinegun', 'dystopia', 'attempt to escap', 'freedom', 'based on a true stori', 'prison guard', 'tragedi', 'escap', 'swastika', 'barbed wir', 'solitary confin', 'motorcycl', 'alps mountain']"
The Pledge,5955,"['Crime', 'Drama', 'Mystery', 'Thriller']","['promis', 'murder', 'draw', 'porcupin', 'pledg', 'retirement parti', 'criminal profil']"
Along Came Polly,5966,"['Comedy', 'Romance']","['beach', 'honeymoon', 'bride', 'chanc', 'relat', 'long island', 'romantic comedi', 'scuba div', 'unfaith', 'los angeles, california', 'art galleri', 'opposites attract', 'caribbean sea', 'commit', 'neurot', 'bagpip', 'chance encount', 'insurance risk manag']"
P.S. I Love You,6023,"['Drama', 'Romance']","['loss of loved on', 'job-hop', 'shoe sel', 'letter', 'dying and death', 'ireland']"
Shanghai Knights,6038,"['Action', 'Adventure', 'Comedy', 'Western']","['london, england', 'martial art', 'indian territori', 'emperor', 'reveng', 'murder', 'duringcreditssting', 'action hero', 'imperial s', 'good versus evil']"
Six Days Seven Nights,6068,"['Action', 'Adventure', 'Comedy', 'Romance']",[]
The Witches of Eastwick,6069,"['Comedy', 'Fantasy', 'Horror']","['witch', 'based on novel or book', 'new england', 'cherri', 'voodoo dol']"
One Eight Seven,6072,"['Drama', 'Thriller']","['new york c', 'high school', 'teacher', 'attack', 'stab']"
The Mexican,6073,"['Action', 'Comedy', 'Crime', 'Romance']","['mexico', 'kidnap', 'road trip', 'thief', 'mobster', 'los angeles, california', 'on the road', 'storytel']"
Carlito's Way,6075,"['Crime', 'Thriller']","['prison', '1970', 'nightclub', 'release from prison', 'love', 'violenc', 'drug', 'disco', 'neo-noir']"
Bram Stoker's Dracula,6114,"['Romance', 'Horror']","['london, england', 'adulteri', 'camp', 'vampir', 'bite', 'remak', 'correspond', '19th centuri', '15th centuri']"
Spice World,6116,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Music']","['manag', 'pop', 'bu', 'pop cultur', 'surreal', 'pop star', 'media', 'celebr', 'satir', 'fame', 'cult film', 'duringcreditssting']"
Fracture,6145,['Thriller'],"['perfect crim', 'planned murd', 'prosecut', 'legal thril']"
Dreamcatcher,6171,"['Drama', 'Horror', 'Science Fiction', 'Thriller']","['snowstorm', 'religion and supernatur', 'friend', 'alien']"
Reign of Fire,6278,"['Adventure', 'Action', 'Fantasy']","['castl', 'dragon', 'evolut', 'theatre audi', 'dragonslay', 'tunnel construct', 'fire repel', 'drill', 'iodin']"
Sister Act 2: Back in the Habit,6279,"['Music', 'Comedy']","['nun', 'educ', 'music competit', 'sing', 'monasteri', 'domineering moth', 'board of educ']"
Junior,6280,"['Comedy', 'Family', 'Romance']","['babi', 'medicin', 'pregnanc', 'media', 'scientist', 'scienc', 'male pregn', 'fertil', 'gynaecolog']"
Coyote Ugly,6282,"['Comedy', 'Drama', 'Music', 'Romance']",['music']
MouseHunt,6283,"['Comedy', 'Family']","['sibling relationship', 'loss of loved on', 'factory work', 'factori', 'winter', 'cook', 'cook', 'restaur', 'mous', 'hous', 'slapstick', 'inherit', 'trap', 'explos', 'extermin', 'flood']"
Blue Thunder,6341,"['Science Fiction', 'Action', 'Thriller', 'Crime', 'Drama']","['vietnam veteran', 'helicopt', 'mayor', 'vietnam war', 'los angeles, california']"
The Chamber,6346,"['Crime', 'Drama']","['ku klux klan', 'legal drama']"
Three Kings,6415,"['Action', 'Comedy', 'War']","['gold', 'gulf war', 'three k', 'iraq', 'kuwait', 'rescu', 'interracial relationship', 'treasure map', 'soldier', 'u.s. soldi', 'emergency surgeri']"
Practical Magic,6435,"['Romance', 'Comedy', 'Fantasy']","['witch', 'magic', 'family histori', 'sorceri', 'sister', 'love', 'outcast', 'haunt', 'curs', 'family curs', 'abusive alcohol']"
Racing Stripes,6439,['Comedy'],"['underdog', 'horse rac', 'love of anim', 'hors', 'identity crisi', 'farm', 'zebra', 'anthropomorph']"
Freddy vs. Jason,6466,['Horror'],"['murder', 'marijuana', 'teenag']"
Alvin and the Chipmunks,6477,"['Comedy', 'Family', 'Fantasy', 'Animation']","['pop', 'pop star', 'record produc', 'surpris', 'forest', 'music', 'concert', 'friendship', 'anthropomorph', 'songwrit', 'talking to anim', 'duringcreditssting', 'live action and anim', 'half dressed cartoon anim']"
I Am Legend,6479,"['Drama', 'Science Fiction', 'Thriller']","['saving the world', 'new york c', 'lost civilis', 'post-apocalyptic futur', 'dystopia', 'infect', 'matter of life and death', 'alon', 'helpless', 'loneli', 'zombi', 'viru', 'pandem']"
Arachnophobia,6488,"['Comedy', 'Horror']","['small town', 'spider', 'animal attack', 'extermin', 'spider bit', 'creature featur', 'invasive speci', 'animal horror', 'spider gener']"
Turbo: A Power Rangers Movie,6499,"['Action', 'Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller']","['california', 'narrat', 'volcano', 'child hero', 'sequel', 'human sacrific', 'pirat', 'car', 'martial arts tourna', 'pirate ship', 'child']"
The Dukes of Hazzard,6519,"['Action', 'Adventure', 'Comedy']","['sheriff', 'farm', 'bikini', 'redneck', 'moonshin']"
First Knight,6520,"['Action', 'Adventure', 'Drama', 'Romance']","['knight', 'king arthur', 'excalibur', 'knights of the round t']"
The Contender,6521,"['Drama', 'Thriller']","['washington d.c.', 'u.s. presid', 'sex scand', 'polit', 'govern', 'vice presid']"
Life,6522,"['Comedy', 'Crime']","['mississippi riv', 'racist', 'bootleg', 'crimin', 'life imprison', '1930']"
Charlie Wilson's War,6538,"['Comedy', 'Drama', 'History']","['cairo', 'washington d.c.', 'alcohol', 'cia', 'helicopt', 'cold war', 'ladykil', 'rocket launch', 'jerusalem, israel', 'munit', 'afghanistan war (2001- )', 'belly danc', '1980']"
Idle Hands,6552,"['Comedy', 'Horror', 'Fantasy']","['teenag', 'attic', 'knitting needl', 'angel costum']"
27 Dresses,6557,"['Comedy', 'Romance']","['sibling relationship', 'lovesick', 'newspap', 'new lov', 'wedding plann', 'wit', 'bride', 'sister', 'music', 'romantic comedi', 'sibling rivalri', 'report', 'wed', 'woman director']"
Walk Hard: The Dewey Cox Story,6575,"['Comedy', 'Music', 'Drama']","['music record', ""rock 'n' rol"", 'pop', 'hip-hop', 'blue', 'pop star', 'rapper', 'record produc', 'music', 'music instru', 'wed', 'extramarital affair', 'aftercreditssting']"
Der Tag des Jorun,6578,['Science Fiction'],[]
Underdog,6589,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['fli', 'experi', 'secret lab', 'invent', 'loss of pow', 'polic', 'superhero', 'dog', 'super pow', 'duringcreditssting', 'research laboratori']"
Lars and the Real Girl,6615,"['Comedy', 'Drama', 'Romance']","['shyness', 'wisconsin', 'lone wolf', 'dying and death', 'loss', 'delus', 'doll', 'mental il', 'blow up dol', 'tragicomedi']"
Sabrina,6620,"['Comedy', 'Drama', 'Romance']","['sibling relationship', 'chauffeur', 'champagn', 'playboy', 'love', 'teenage crush', 'millionair', 'high societi', 'manhattan, new york c', 'impossible lov', 'family disapprov']"
The Peacemaker,6623,"['Action', 'Thriller']","['helicopt', 'terrorist', 'nuclear missil', 'bridg', 'train', 'woman director']"
National Treasure: Book of Secrets,6637,"['Action', 'Adventure', 'Mystery', 'Thriller']","['paris, fr', 'london, england', 'assassin', 'mount rushmore national memori', 'riddl', 'assassin', 'u.s. presid', 'parent child relationship', 'husband wife relationship', 'gold', 'secret', 'treasur', 'family histori', 'palac', 'treasure hunt', 'histori', 'archaeologist', 'american civil war', 'archeolog']"
Love in the Time of Cholera,6639,"['Drama', 'Romance']","['marriage propos', 'new lov', 'colombia', 'letter', 'love lett', 'dying and death', 'ship', 'marriag', 'teacher', 'princip', 'doctor', 'extramarital affair', 'emot']"
El Dorado,6644,"['Western', 'Adventure', 'Action']","['sheriff', 'based on novel or book', 'texa', 'ranch', 'settler', 'revolv']"
TransSiberian,6687,"['Thriller', 'Crime', 'Mystery']","['china', 'married coupl', 'backpack', 'firearm', 'polic', 'travel', 'snow', 'cowardli', 'train', 'drug', 'killer', 'moscow, russia']"
The Rookie,6723,"['Action', 'Crime', 'Drama', 'Thriller']",['rookie cop']
Zathura: A Space Adventure,6795,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']","['hous', 'space', 'alien', 'board gam', 'astronaut']"
The Ten Commandments,6844,"['Drama', 'History']","['mose', 'israel', 'egypt', 'miracl', 'slaveri', 'ten command', 'bibl', 'epic', 'religion', 'ancient egypt', 'old testa', 'passov']"
Failure to Launch,6877,['Comedy'],"['romantic comedi', 'lie', 'living with par']"
One Missed Call,6933,"['Horror', 'Mystery', 'Thriller']","['loss of loved on', 'candi', 'answering machin', 'dying and death', 'victim', 'sm', 'friendship', 'polic', 'delus', 'remak', 'cowardli', 'train']"
The Village,6947,"['Drama', 'Mystery', 'Thriller']","['pennsylvania, usa', 'secret', 'forest', 'rural area', 'blind', 'romant', 'bosqu']"
"What's Up, Doc?",6949,"['Comedy', 'Romance']","['san francisco, california', 'hotel', 'judg', 'chase', 'chao', 'screwball comedi', 'dictionari', 'rock']"
Outbreak,6950,"['Action', 'Drama', 'Science Fiction', 'Thriller']","['river', 'gener', 'research', 'armi', 'monkey', 'epidem']"
Turner & Hooch,6951,"['Action', 'Comedy', 'Thriller', 'Crime', 'Family']","['police detect', 'buddy cop', 'buddy comedi', 'unlikely friendship']"
The 40 Year Old Virgin,6957,"['Comedy', 'Romance']","['first tim', 'virgin', 'male friendship', 'co-worker relationship', 'poker gam', 'sex comedi', 'virgin']"
The Wedding Date,6961,"['Comedy', 'Romance']","['based on novel or book', 'wed', 'woman director']"
The Weather Man,6963,"['Comedy', 'Drama']","['new york c', 'chicago, illinoi', 'midlife crisi', 'televis', 'daughter', 'father', 'terminal il']"
Something's Gotta Give,6964,"['Drama', 'Comedy', 'Romance']","['new york c', 'age differ', 'ladykil', 'playwright', 'woman director', 'hampton']"
Australia,6972,"['Adventure', 'Drama', 'Romance']","['missionari', 'world war ii', 'ranch', 'australia', 'racist', 'cattle dr', 'prejudic', 'aftercreditssting', 'stamped']"
In the Valley of Elah,6973,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']","['detect', 'parent child relationship', 'war crim', 'patriot', 'homicid', 'investig', 'iraq', 'military servic', 'polic', 'cover-up', 'disappear', 'murder investig']"
No Country for Old Men,6977,"['Crime', 'Drama', 'Thriller']","['vietnam veteran', 'sheriff', 'based on novel or book', 'texa', 'drug traff', 'hitman', 'united states–mexico bord', 'violenc', 'desert', 'cold blooded kil', 'neo-noir', '1980']"
Big Trouble in Little China,6978,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['san francisco, california', 'kung fu', 'chinatown', 'kidnap', 'magic', 'mysteri', 'cult film', 'truck driv']"
Rising Sun,7007,"['Action', 'Drama', 'Thriller']","['japan', 'corrupt', 'detect', 'journalist', 'based on novel or book', 'restaur', 'wheelchair', 'parking garag', 'compani', 'polic', 'parti', 'murder', 'whodunit']"
Ken Park,7090,['Drama'],"['california', 'infidel', 'home', 'harass', 'pregnanc', 'father', 'religion', 'teenag', 'suburb', 'drug', 'alcohol', 'psychot', 'abusive fath']"
Vampire's Kiss,7091,"['Comedy', 'Horror']","['nightclub', 'therapist', 'vampir', 'hallucin', 'bite', 'insan', 'delus', 'murder', 'dark comedi', 'psychosi']"
Jack,7095,"['Comedy', 'Drama']","['age differ', 'body exchang', 'genet']"
Van Helsing,7131,"['Horror', 'Adventure', 'Action']","['vatican', 'castl', 'vampir', 'bite', 'werewolf', 'van hels', 'notre dame cathedr', '19th centuri', 'dracula']"
Perfect Stranger,7183,['Thriller'],"['sense of guilt', 'stage', 'expiat', 'sex scand', 'seduct', 'murder']"
Cloverfield,7191,"['Action', 'Thriller', 'Science Fiction']","['monster', 'skyscrap', 'camcord', 'chao', 'supernatur', 'quarantin', 'alien', 'disast', 'giant monst', 'survival horror', 'militari', 'found footag', 'aftercreditssting']"
Dan in Real Life,7211,"['Comedy', 'Romance', 'Drama']","['bookshop', 'daughter', 'relationship', 'widow', 'single fath', 'duringcreditssting']"
Coach Carter,7214,"['Drama', 'History']","['black peopl', 'authoritarian educ', 'sport', 'high school', 'scholarship', 'basketbal', 'violence in school', 'teacher', 'teachers and stud']"
The Punisher,7220,"['Action', 'Crime', 'Drama']","['chain', 'submachine gun', 'undercov', 'smuggl', 'twin broth', 'based on com', 'one man armi', 'massacr']"
Airport '77,7227,"['Action', 'Adventure', 'Drama', 'Thriller']","['stewardess', 'pilot', 'airplan', 'hijack', 'u.s. navi', 'paint', 'bermuda triangl', 'sequel', 'rescu', 'airplane hijack', 'disast', 'underwat', 'millionair', 'card play', 'airlin', 'disaster movi', 'scuba div']"
Rebound,7233,"['Comedy', 'Family']","['trainer', 'colleg', 'train', 'sport', 'basketbal', 'school']"
Matchstick Men,7270,"['Comedy', 'Drama', 'Crime', 'Thriller']","['based on novel or book', 'parent child relationship', 'con man', 'daughter', 'pole danc', 'obsessive compulsive disord', 'crimin', 'neurot']"
Meet the Spartans,7278,['Comedy'],"['fight', 'queen', 'penguin', 'black hol', 'armi', 'parodi', 'spoof', 'aftercreditssting', 'duringcreditssting']"
The Last Lear,7280,['Drama'],"['movie busi', 'shoot', 'movie star', 'spectacl']"
Duplex,7288,['Comedy'],"['dark comedi', 'new hom']"
Equilibrium,7299,"['Action', 'Science Fiction', 'Thriller']","['resist', 'fascism', 'totalitarian regim', 'destroy', 'phase', 'dystopia', 'book burn', 'outlaw', 'government ag']"
Maid in Manhattan,7303,"['Comedy', 'Drama', 'Romance']","['hotel', 'politician', 'latinx lead', 'mistaken ident', 'maid', 'class differ', 'single moth', 'manhattan, new york c', 'public rel', 'wealth differ']"
Running Scared,7304,"['Action', 'Crime', 'Drama', 'Thriller']","['ice hockey', 'racism', 'pedophil', 'police investig', 'ankle holst', 'breaking fing', 'shot']"
Alive,7305,"['Adventure', 'Drama', 'Thriller']","['rugbi', 'based on a true stori', 'strand', 'surviv', 'airplane crash', 'cannib', 'freez', 'disaster movi', 'andes mountain']"
Juno,7326,"['Comedy', 'Drama', 'Romance']","['sexual', 'becoming an adult', 'puberti', 'first tim', 'adopt', 'pregnanc', 'precoc', 'partnership', 'coming of ag', 'teenag', 'teenage pregn']"
Carrie,7340,"['Horror', 'Thriller']","['based on novel or book', 'cemeteri', 'isol', 'stage', 'bibl', 'telekinesi', 'reveng', 'unrequited lov', 'prom', 'teacher', 'school', 'religion', 'cruelti', 'rage', 'humili', 'pray', 'outsid', 'taunt', 'abusive moth']"
The Rage: Carrie 2,7341,"['Horror', 'Thriller', 'Science Fiction']","['suicid', 'fire', 'asylum', 'telekinesi', 'high school', 'swimming pool', 'parti', 'sequel', 'murder', 'prom', 'teacher', 'weightlift', 'woman director']"
There Will Be Blood,7345,['Drama'],"['sibling relationship', 'california', 'pastor', 'deaf-mut', 'american dream', 'fanat', 'pipelin', 'petrol', 'father', 'misanthrophi', 'money', 'killer', 'alcohol', 'narciss', 'sign languag']"
The Bucket List,7350,"['Drama', 'Comedy']","['africa', 'himalaya', 'brain tumor', 'parent child relationship', 'husband wife relationship', 'sense of lif', 'male friendship', 'dying and death', 'wish', 'friendship', 'terminal il', 'road trip', 'cancer', 'billionair', 'estranged fath', 'elderli', 'journey', 'taj mah']"
Julia,7351,['Drama'],"['mexico', 'alcohol', 'money deliveri', 'vault', 'mother rol', 'one-night stand', 'baby-snatch', 'insan', 'money', 'violenc', 'drug', 'child']"
Sahara,7364,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']","['civil war', 'africa', 'based on novel or book', 'beach', 'treasur', 'ship', 'desert', 'explor']"
Sleeping with the Enemy,7442,"['Drama', 'Crime', 'Thriller']","['violent husband', 'femin', 'strong woman', 'domestic abus', 'stalk', 'domestic viol', 'marital rap']"
Chicken Run,7443,"['Animation', 'Comedy', 'Family']","['northern england', 'freedom', 'yorkshir', 'stop mot', 'escap', 'pie machin', 'royal air forc']"
Brothers,7445,"['Drama', 'Thriller', 'War']","['sibling relationship', 'loss of loved on', 'brother-in-law', 'afghanistan war (2001- )']"
Tropic Thunder,7446,"['Action', 'Comedy', 'Adventure', 'War']","['movie busi', 'vietnam', 'satir', 'jungl', 'movie star', 'land min', 'shackl', 'war filmmak', 'duringcreditssting', 'blackfac', 'method act']"
Titan A.E.,7450,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']","['monster', 'galaxi', 'dystopia', 'space', 'alien', 'mission']"
xXx,7451,"['Action', 'Adventure', 'Thriller']","['sports car', 'biological weapon', 'cold war', 'prague, czech republ', 'mission', 'nsa ag', 'adrenaline junki', 'thrill seek']"
"The Cook, the Thief, His Wife & Her Lover",7452,"['Crime', 'Drama']","['cook', 'cook', 'restaur', 'satir', 'cult film']"
The Hitchhiker's Guide to the Galaxy,7453,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['bureaucraci', 'android', 'based on novel or book', 'chase', 'space travel', 'galaxi', 'alien', 'surviv', 'part stop mot', 'hitchhik', 'robot', 'alien invas', 'space opera', 'hyperspac', 'meaning of lif']"
Speed Racer,7459,"['Family', 'Action', 'Adventure', 'Comedy']","['loss of loved on', 'car rac', 'chimp', 'famili', 'duringcreditssting', 'woman director']"
Vantage Point,7461,"['Drama', 'Action', 'Thriller', 'Crime']","['bomb', 'spain', 'u.s. presid', 'terrorist', 'war on terror', 'car journey', 'televis', 'camcord', 'bodyguard', 'safeti', 'terror cel', 'limousin', 'media', 'security guard']"
Open Season,7484,"['Animation', 'Family', 'Adventure', 'Comedy']","['hunter', 'mountain', 'garag', 'grizzly bear', 'bunni', 'chase', 'forest', 'deer', 'computer anim', 'bear', 'hunt']"
Shooter,7485,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']","['philadelphia, pennsylvania', 'corrupt', 'sniper', 'fbi', 'senat', 'conspiracy of murd', 'childless', 'rifl', 'sniper rifl']"
Knockaround Guys,7501,"['Crime', 'Thriller']","['montana', 'sheriff', 'pile of dead bodi', 'money', 'mobster']"
Running with Scissors,7510,"['Drama', 'Comedy']","['sibling relationship', 'husband wife relationship', '1970', 'becoming an adult', 'adopt', 'therapist', 'marriage crisi']"
Idiocracy,7512,"['Adventure', 'Comedy', 'Science Fiction']","['prostitut', 'capit', 'u.s. presid', 'arena', 'experi', 'futur', 'armi', 'stupid', 'hibern', 'junk food', 'dark comedi', 'social satir', 'brainwash', 'surveil', 'masturb', 'u.s. congress', 'aftercreditssting', 'commerci', 'anti-intellectu']"
Smokin' Aces,7516,"['Action', 'Comedy', 'Crime', 'Thriller']","['neo naz', 'gun', 'sniper', 'fbi', 'hitman', 'bodyguard', 'gangster', 'to shoot dead', 'polic', 'dark comedi', 'shootout', 'drug', 'female corps']"
Over the Hedge,7518,"['Family', 'Comedy', 'Animation']","['eating and drink', 'garden', 'grizzly bear', 'entrap', 'suburbian idyl', 'garbag', 'forest', 'turtl', 'hiding in a garbage contain', 'computer anim', 'suburb', 'anim']"
Cocktail,7520,"['Drama', 'Romance', 'Comedy']","['new york c', 'night lif', 'jamaica', 'bartend', 'ambit', 'rags to rich']"
Déjà Vu,7551,"['Action', 'Thriller', 'Science Fiction']","['deja vu', 'technolog', 'patriot', 'fbi', 'new orleans, louisiana', 'wormhol', 'time travel', 'terror', 'investig', 'alternate timelin', 'ferri']"
Fun with Dick and Jane,7552,['Comedy'],"['based on novel or book', 'husband wife relationship', 'robber', 'hold-up robberi', 'remak', 'suburbia', 'humili', 'unemploy', 'bankruptci', 'travel ag', 'riches to rag', 'bearer bond', 'comeupp']"
Waiting...,7553,['Comedy'],"['decis', 'traine', 'glass pip', 'scream']"
Rambo,7555,"['Action', 'Thriller']","['missionari', 'river', 'boat', 'pastor', 'snake', 'fight', 'mercenari', 'thailand', 'burma', 'weapon', 'sequel']"
Resident Evil: Extinction,7737,"['Horror', 'Action', 'Science Fiction']","['clone', 'mutant', 'post-apocalyptic futur', 'dystopia', 'conspiraci', 'evil corpor', 'zombi', 'based on video gam']"
"10,000 BC",7840,"['Adventure', 'Action', 'Drama', 'Fantasy']","['hunter', 'indigen', 'lover (female)', 'pyramid', 'mountain villag', 'stone ag', 'primitive tim', 'saber-toothed tig', 'prehistoric adventur']"
Half Nelson,7859,['Drama'],"['new york c', 'date', 'prison', 'ex-girlfriend', 'ghetto', 'bicycl', 'class', 'sport', 'basketbal', 'teacher', 'student', 'theft', 'alcohol', 'liber', 'freebas']"
Shine,7863,['Drama'],"['letter', 'jump', 'child prodigi', 'biographi', 'australia', 'pianist', 'concert hal', 'piano']"
Down in the Valley,7870,"['Drama', 'Romance']","['indian territori', 'beach']"
Harsh Times,7873,"['Crime', 'Drama', 'Thriller', 'Action']","['post traumatic stress disord', 'prostitut', 'parti', 'friend', 'drug us', 'los angeles, california', 'theft', 'drink', 'unemploy', 'ex soldi', 'lapd', 'watching a movi']"
Black Snake Moan,7874,['Drama'],"['southern usa', 'blue', 'trauma', 'musician', 'military servic', 'tennesse', 'captiv', 'moonshin']"
Far Cry,7916,"['Action', 'Science Fiction', 'Thriller']",['based on video gam']
"Run, Fatboy, Run",7942,"['Comedy', 'Romance']","['parent child relationship', 'new lov', 'fiancé', 'pregnanc', 'train', 'jog', 'wed']"
Before the Devil Knows You're Dead,7972,"['Crime', 'Drama', 'Thriller']","['sibling relationship', 'offic', 'drug addict', 'hold-up robberi', 'career', 'greed', 'investig', 'daughter', 'father', 'workplac', 'sibling rivalri', 'hospit', 'jewelry stor', 'botched robberi']"
The Kite Runner,7979,['Drama'],"['1970', 'afghanistan', 'hang glid', 'afghanistan war (2001- )', 'cowardic', 'best friend', 'cowardli', 'child']"
The Lovely Bones,7980,"['Fantasy', 'Drama']","['rape', 'loss of loved on', 'based on novel or book', '1970', 'tree', 'afterlif', 'serial kil', 'corps', 'pedophil', 'teenage lov', 'griev', 'childhood sexual abus', 'based on young adult novel']"
In the Name of the Father,7984,['Drama'],"['bomb', 'prison', 'based on novel or book', 'parent child relationship', '1970', 'biographi', 'faith', 'trial', 'rebellion', 'tortur', 'terror', 'courtroom']"
Penelope,7985,"['Fantasy', 'Comedy', 'Romance']","['marriage propos', 'isol', 'fairy tal', 'beauti', 'transform', 'pig', 'nose', 'motherly lov', 'make a match', 'modern fairy tal']"
Robin Hood: Men in Tights,8005,['Comedy'],"['witch', 'tree hous', 'robin hood', 'forest', 'tax', 'thief', 'parodi', 'spoof', 'tournament']"
Behind Enemy Lines,8007,"['Action', 'Drama', 'Thriller', 'War']","['helicopt', 'martial art', 'war crim', 'sniper', 'fighter pilot', 'u.s. navi', 'based on a true stori', 'honor', 'rescu', 'escap', 'tank', 'atroc', 'gunfight', 'combat', 'behind enemy lin', 'militari', 'action hero', 'aircraft carri', 'reconnaiss', 'mass grav']"
Highlander,8009,"['Adventure', 'Action', 'Fantasy']","['new york c', 'scotland', 'swordplay', 'sword', 'immort', 'cult film']"
Highlander II: The Quickening,8010,"['Fantasy', 'Science Fiction']","['new york c', 'scotland', 'immort']"
Highlander III: The Sorcerer,8011,"['Fantasy', 'Action']","['japan', 'new york c', 'scotland', 'morocco', 'sorceri', 'sword fight', 'good and bad', 'archeolog', 'immort']"
Get Shorty,8012,"['Comedy', 'Thriller', 'Crime']","['gambl', 'miami, florida', 'based on novel or book', 'gangster', 'murder', 'travel', 'mafia', 'money', 'debt', 'mobster', 'busi', 'hollywood', 'violenc', 'drug', 'produc']"
Gigli,8046,"['Drama', 'Comedy', 'Romance']","['new york c', 'mentally dis', 'kidnap', 'blackmail', 'mission of murd', 'lover', 'mobster']"
Punch-Drunk Love,8051,"['Comedy', 'Drama', 'Romance']","['shyness', 'sibling relationship', 'california', 'hawaii', 'business man']"
Hard Eight,8052,"['Drama', 'Thriller', 'Crime']","['gambl', 'prostitut', 'casino', 'cheat', 'blackmail', 'male friendship', 'gambling debt', 'hostage-tak', 'las vega']"
The Three Burials of Melquiades Estrada,8053,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']","['mexico', 'texa', 'illegal immigr', 'united states–mexico bord', 'promis', 'corps', 'desert', 'coyot']"
The Imaginarium of Doctor Parnassus,8054,"['Adventure', 'Fantasy', 'Mystery']","['circu', 'immort', 'elderli', 'aftercreditssting', 'duringcreditssting']"
The Reader,8055,"['Drama', 'Romance']","['germani', 'based on novel or book', 'war crim', 'trial', 'female prison', 'teenag', 'law stud', 'teenage sexu']"
21,8065,"['Drama', 'Crime']","['gambl', 'casino', 'card gam', 'professor', 'harvard univers', 'cohabit', 'colleg', 'girlfriend', 'studi', 'dormitori', 'friendship', 'las vega']"
Stay,8066,"['Mystery', 'Thriller', 'Drama']","['suicide attempt', 'loss of sense of r', 'student', 'psychiatrist', 'parallel world']"
Desperado,8068,"['Thriller', 'Action', 'Crime']","['gunsling', 'ambush', 'mexico', 'showdown', 'guitar', 'hitman', 'bartend', 'latinx lead', 'reveng', 'shootout', 'explos', 'brutal', 'drug lord', 'leg brac', 'book stor', 'antonio bandera']"
Barbarella,8069,"['Science Fiction', 'Adventure', 'Comedy', 'Fantasy']","['sexual fantasi', 'alien planet', 'distant futur', 'cult film', 'female mercenari']"
Alien³,8077,"['Science Fiction', 'Action', 'Horror']","['prison', 'android', 'spacecraft', 'imprison', 'space coloni', 'space travel', 'rottweil', 'dystopia', 'sequel', 'space', 'alien', 'redempt', 'planet', 'crash land', 'impregn', 'penal coloni', 'furnac', 'suspended anim', 'xenomorph']"
