title,id,genres,keywords
Four Weddings and a Funeral,712,"['Comedy', 'Drama', 'Romance']","['upper class', 'england', 'love at first sight', 'wedding vow', 'marriage propos', 'yuppi', ""love of one's lif"", 'lone wolf', 'wit', 'bride', 'bridegroom', 'funer', 'clumsy fellow', 'marriag', 'friendship', 'unrequited lov', 'fear of commit', 'wed', 'thirty someth', 'group of friend', 'gay coupl', 'commitment issu']"
The Piano,713,"['Drama', 'Romance']","['love triangl', 'adulteri', 'sexual', 'jealousi', 'beach', 'culture clash', 'isol', 'strang', 'violent husband', 'arranged marriag', 'settler', 'wilder', 'secret lov', 'woman director', 'sign languag', 'piano', '19th centuri', 'severed fing', 'mother daughter relationship']"
Tomorrow Never Dies,714,"['Adventure', 'Action', 'Thriller']","['london, england', 'england', 'spi', 'china', 'intellig', 'televis', 'missil', 'secret intelligence servic', 'tv station', 'navi', 'motorcycl', 'secret servic', 'hamburg, germani']"
Top Gun,744,"['Action', 'Drama', 'Adventure']","['loss of loved on', 'lovesick', 'fighter pilot', 'self-discoveri', 'pilot', 'dying and death', 'air forc', 'airplan', 'danger', 'battle assign', 'u.s. navi', 'hostil', 'secret lov', 'cowardli']"
The Sixth Sense,745,"['Mystery', 'Thriller', 'Drama']","['philadelphia, pennsylvania', 'child abus', 'loss of loved on', 'sense of guilt', 'confid', 'psycholog', 'dying and death', 'marriage crisi', 'afterlif', 'singl', 'paranormal phenomena', 'psychological thril', 'cowardli', 'single moth', 'ghost', 'child', 'spirit']"
The Last Emperor,746,"['Drama', 'History']","['suicid', 'china', 'suicide attempt', 'war crim', 'becoming an adult', 'isol', 'war on drug', 'experi', 'drug addict', 'world war ii', 'revolut', 'emperor', 'arranged marriag', 'dynasti', 'biographi', 'autobiographi', 'based on a true stori', 'teacher', 'dowag', 'decad', 'commun', '1920', '1940', '1950', '1910', '1930', 'lgbt interest']"
Shaun of the Dead,747,"['Horror', 'Comedy']","['london, england', 'pub', 'satir', 'slacker', 'friend', 'dark comedi', 'surviv', 'zombi', 'cult film', 'survival horror', 'zombie apocalyps']"
V for Vendetta,752,"['Action', 'Thriller', 'Fantasy']","['detect', 'dc comic', 'fascism', 'revolut', 'dystopia', 'govern', 'based on com', 'reveng', 'tortur', 'hatr', 'masked vigilant', 'veng']"
Face/Off,754,"['Action', 'Crime', 'Science Fiction', 'Thriller']","['undercov', 'mexican standoff', 'fbi', 'biological weapon', 'face transpl', 'rage and h', 'fistfight', 'hostil', 'reveng', 'decept', 'prison escap', 'flashback', 'organized crim', 'tragedi', 'shootout', 'hospit', 'boat chas', 'los angeles, california', 'explos']"
From Dusk Till Dawn,755,"['Horror', 'Action', 'Thriller', 'Crime']","['danc', 'sibling relationship', 'showdown', 'sheriff', 'bank robb', 'vampir', 'holy wat', 'sieg', 'stripper', 'priest', 'bank robberi', 'preacher', 'hostage situ', 'recreational vehicl', 'convenience stor', 'mexican american bord', 'female strip']"
Fantasia,756,"['Animation', 'Family']","['music', 'classical mus', 'wizard', 'live action and anim']"
Monty Python and the Holy Grail,762,"['Adventure', 'Comedy', 'Fantasy']","['holy grail', 'monk', 'england', 'scotland yard', 'swordplay', 'round tabl', 'animal attack', 'satir', 'knight', 'king arthur', 'wedding recept', 'midnight movi', 'cult film', 'knights of the round t', '10th centuri', 'anarchic comedi']"
Braindead,763,"['Horror', 'Comedy']","['poison', 'reanim', 'zombi', 'monkey', 'attempted rap', 'cult film']"
The Evil Dead,764,['Horror'],"['falsely accus', 'audio tap', 'aggress', 'chain saw', 'lodg', 'friend', 'part stop mot', 'zombi', 'cult film', 'evil', 'occult', 'demonic possess']"
Evil Dead II,765,"['Horror', 'Comedy', 'Fantasy']","['deer', 'blood splatt', 'tape record', 'chainsaw', 'spirit', 'violenc', 'cult film', 'eyebal', 'meat cleav']"
Army of Darkness,766,"['Fantasy', 'Horror', 'Comedy']","['propheci', 'witch', 'swordplay', 'supermarket', 'castl', 'chain saw', 'time fram', 'skeleton', 'windmil', 'incant', 'time travel', 'undead', 'knight', 'zombi', 'middle ag', 'good and bad', 'doppelgäng', '13th centuri']"
Harry Potter and the Half-Blood Prince,767,"['Adventure', 'Fantasy']","['witch', 'magic', 'school of witchcraft', 'apparit', 'teenage crush', 'school', 'werewolf', 'wizard', 'based on young adult novel']"
From Hell,768,"['Horror', 'Mystery', 'Thriller']","['london, england', 'loss of loved on', 'drug addict', 'jack the ripp']"
GoodFellas,769,"['Drama', 'Crime']","['new york c', 'prison', 'based on novel or book', 'florida', '1970', 'mass murd', 'irish-american', 'drug traff', 'gangster', 'biographi', 'based on a true stori', 'murder', 'organized crim', 'gore', 'mafia', 'violenc', 'brooklyn, new york c', 'crime ep']"
Gone with the Wind,770,"['Drama', 'War', 'Romance']","['southern usa', 'loss of loved on', 'marriage propos', 'atlanta', 'plantat', 'typhu', 'marriage crisi', 'romanc', 'american civil war', 'early america']"
Home Alone,771,"['Comedy', 'Family']","['holiday', 'burglar', 'little boy', 'home invas', 'precocious child', 'booby trap', 'home alon', 'christma', 'child rescu']"
Home Alone 2: Lost in New York,772,"['Comedy', 'Family', 'Adventure']","['holiday', 'new york c', 'burglar', 'sequel', 'little boy', 'home invas', 'famili', 'precocious child', 'home alon', 'christma', 'child rescu']"
Little Miss Sunshine,773,"['Comedy', 'Drama']","['sibling relationship', 'california', 'husband wife relationship', ""family's daily lif"", 'highway', 'road trip', 'family relationship', 'family holiday', 'road movi', 'woman director', 'beauty pag', 'tragicomedi']"
Gattaca,782,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']","['parapleg', 'suicide attempt', 'cheat', 'dna', 'new ident', 'heart diseas', 'false ident', 'blood sampl', 'biotechnolog', 'space miss', 'dystopia', 'investig', 'genet', 'hostil', 'exercis', 'eugen']"
Gandhi,783,"['Drama', 'History']","['muslim', 'demonstr', 'world war ii', 'imprison', 'release from prison', 'hunger strik', 'coloni', 'independ', 'british armi', 'political negoti', 'confer', 'nonviolent resist', 'apartheid', 'british empir', 'protest', 'independence mov', 'strike', 'biographi', 'freedom', 'prayer', 'based on a true stori']"
Almost Famous,786,"['Drama', 'Music']","[""rock 'n' rol"", 'hotel room', 'drug addict', 'stewardess', 'overdos', 'groupi', 'heavy met', 'concert', 'swimming pool', 'based on a true stori', 'promiscu', 'coming of ag', 'on the road', 'domineering moth', 'reconcili', 'semi autobiograph', 'aspiring writ']"
Mr. & Mrs. Smith,787,"['Action', 'Comedy', 'Drama', 'Thriller']","['bomb', 'assassin', 'secret ident', 'secret', 'assault rifl', 'gun', 'married coupl', 'hitman', 'secret ag', 'marriage crisi', 'marriag', 'dysfunctional marriag', 'gunfight', 'bullet wound']"
Mrs. Doubtfire,788,"['Comedy', 'Drama', 'Family']","['san francisco, california', 'transvestit', 'parent child relationship', 'restaur', 'nanni', 'social work', 'mask', 'custody battl', 'respons', 'fake ident', 'voice act', 'divorced coupl']"
The Fog,790,['Horror'],"['propheci', 'sea', 'beach', 'gold', 'small town', 'behead', 'sword', 'narrat', 'fog', 'leprosi', 'ship', 'lighthous', 'church']"
The Fog,791,"['Horror', 'Thriller']","['california', 'propheci', 'fire', 'sea', 'beach', 'parent child relationship', 'cemeteri', 'gold', 'small town', 'behead', 'sword', 'island', 'penalti', 'narrat', 'fog', 'leprosi', 'ship', 'ghost ship', 'lighthous', 'weather servic', 'unatoned crim', 'remak', 'killer', 'denunci', 'supernatural pow']"
Platoon,792,"['Drama', 'War', 'Action']","['ambush', 'war crim', 'mine', 'vietnam war', 'dying and death', 'villag', 'jungl', 'infantri', 'gang rap', 'soldier', 'battl', 'false accus', 'combat', 'marijuana pip', 'anti war', 'wounded soldi', 'conscript', 'american soldi', 'tour of duti', 'murder wit', 'army vs civilian', 'war crim']"
Blue Velvet,793,"['Crime', 'Mystery', 'Thriller']","['small town', 'policeman', 'cult film', 'neo-noir']"
The Omen,794,"['Horror', 'Thriller']","['monk', 'propheci', 'ambassador', 'nanni', 'rottweil', ""devil's son"", 'revel', 'animal attack', 'photographi', 'anti-christ', 'priest', 'decapit', 'paranormal phenomena', 'cowardli', 'archaeologist']"
City of Angels,795,"['Romance', 'Drama', 'Fantasy']","['suicid', 'angel', 'life and death', 'oper', 'heaven', 'faith', 'afterlif', 'remak', 'los angeles, california', 'interspecies rom']"
Cruel Intentions,796,"['Drama', 'Romance']","['upper class', 'sibling relationship', 'sexual obsess', 'bet', 'sadist', 'drug abus', 'cynic', 'cocain', 'virgin', 'manipul', 'seduct', 'love lett', 'private school', 'innoc', 'addict', 'love', 'psychotherapi']"
"Good Morning, Vietnam",801,"['Comedy', 'Drama', 'War']","[""rock 'n' rol"", 'radio st', 'war crim', 'entertain', 'explos', 'cynic', 'radio', 'vietnam war', 'vietcong', 'u.s. air forc', 'dying and death', 'radio present', 'provoc', 'right and justic']"
Lolita,802,"['Crime', 'Drama', 'Romance']","['sexual obsess', 'hotel', 'loss of loved on', 'based on novel or book', 'depress', 'small town', 'flirt', 'midlife crisi', 'erotic', 'motel', 'diari', 'seduct', 'forbidden lov', 'provoc', 'fascin', 'one-sided lov', 'widow', 'adoptive fath', 'summer camp', 'secret lov', 'older man younger woman relationship']"
Roman Holiday,804,"['Comedy', 'Romance', 'Drama']","['rome, itali', 'secret ident', 'boat', 'danc', 'intellig', 'forbidden lov', 'embassi', 'duti', 'sightse', 'photographi']"
Rosemary's Baby,805,"['Drama', 'Horror']","['based on novel or book', 'husband wife relationship', 'satan', 'demonic possess', 'satanic ritu', 'pregnant wif', 'manhattan, new york c', 'woman in jeopardi']"
The Omen,806,['Horror'],"['monk', 'propheci', 'parent child relationship', 'ambassador', 'nanni', ""devil's son"", 'omen', 'animal attack', 'photographi', 'murder', 'hospit', 'cowardli', 'church', 'demon', 'death', 'archaeologist', 'good and bad', 'catholic']"
Se7en,807,"['Crime', 'Mystery', 'Thriller']","['self-fulfilling propheci', 'detect', 'drug deal', 'eviscer', 'lust and impuls', 'rage and h', 'pride and van', 'immoder', 'insomnia', 'investig', 'polic', 'serial kil', 'whodunit', 'neo-noir']"
Shrek,808,"['Animation', 'Comedy', 'Fantasy', 'Adventure']","['magic', 'liber', 'princ', 'castl', 'fairy tal', 'donkey', 'robin hood', 'enchant', 'swamp', 'princess', 'parodi', 'computer anim', 'anthropomorph', 'dragon', 'woman director', 'ogr']"
Shrek 2,809,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']","['prison', 'magic', 'liber', 'honeymoon', 'princ', 'fairy tal', 'parents-in-law', 'donkey', 'kingdom', 'enchant', 'transform', 'princess', 'sequel', 'computer anim', 'anthropomorph', 'dragon', 'ogr']"
Shrek the Third,810,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']","['ambush', 'sad', 'stage', 'liberation of prison', 'island', 'traitor', 'shipwreck', 'princ', 'pregnanc', 'ship', 'donkey', 'kingdom', 'theatre play', 'transform', 'concili', 'trick', 'heir to the thron', 'assault', 'boarding school', 'computer anim', 'teacher', 'best friend', 'dragon', 'cowardli', 'captur', 'duringcreditssting', 'ogr']"
Aladdin,812,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","['magic', 'music', 'tiger', 'wish', 'cartoon', 'princess', 'love', 'monkey', 'aftercreditssting', 'geni', 'arabian night']"
Airplane!,813,['Comedy'],"['chicago, illinoi', 'alcohol', 'cataclysm', 'guitar', 'medicin', 'taxi driv', 'passeng', 'saxophon', 'stewardess', 'pilot', 'airplan', 'fear of fli', 'air control', 'land', 'kiss', 'spoof', 'los angeles, california', 'alcohol abus', 'aftercreditssting', 'anarchic comedi']"
An American Werewolf in London,814,['Horror'],"['london, england', 'nurs', 'loss of loved on', 'intensive car', 'zoo', 'dying and death', 'transform', 'black humor', 'pub', 'yorkshir', 'rural area', 'werewolf', 'cult film', 'dream sequ', 'hiker', 'animal horror']"
Austin Powers: International Man of Mystery,816,"['Science Fiction', 'Comedy', 'Crime']","['spi', 'android', 'undercov', 'missil', 'group therapi', 'airplan', 'secret ag', 'time travel', 'penthouse apart', 'clown', 'telescop', 'las vega', 'swing', 'swinging 60', 'duringcreditssting', 'absurd humor']"
Austin Powers: The Spy Who Shagged Me,817,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","['saving the world', 'moon', 'submarin', 'clone', 'spi', 'cia', 'showdown', 'android', 'u.s. presid', 'exotic island', 'cat', 'laser gun', 'nasa', 'undercov', 'space marin', 'car journey', 'time travel', 'singl', 'car', 'aftercreditssting', 'duringcreditssting', 'absurd humor']"
Austin Powers in Goldmember,818,"['Comedy', 'Crime', 'Science Fiction']","['saving the world', 'submarin', 'sibling relationship', 'clone', 'spi', 'helicopt', 'gold', 'submachine gun', 'asteroid', 'undercov', 'journey in the past', 'car journey', 'nightclub', 'laser', 'sumo ring', 'family histori', 'time travel', 'clown', 'concili', 'car', 'duringcreditssting', 'absurd humor']"
Sleepers,819,"['Crime', 'Drama', 'Thriller']","['child abus', 'sadist', 'sexual abus', 'pastor', 'repay', 'court cas', 'pub', 'court', 'juvenile delinqu', 'child']"
JFK,820,"['Drama', 'Thriller', 'History']","['assassin', 'cia', 'homophobia', 'new orleans, louisiana', 'vietnam war', 'john f. kennedi', 'investig', 'govern', 'historical figur', 'presid', 'conspiraci', 'death', 'kennedy assassin', 'legal thril']"
Judgment at Nuremberg,821,"['Drama', 'History']","['judg', 'concentration camp', 'world war ii', 'nazi', 'court cas', 'national soci', 'national socialist parti', 'nuremberg tri', 'nuremberg, germani', 'right and justic', 'trial', 'courtroom drama']"
Moulin Rouge!,824,"['Drama', 'Romance', 'Music']","['paris, fr', 'fairi', 'duke', 'music', ""writer's block"", 'music', 'terminal il', 'writer', 'prostitut', 'death', 'ill', 'tuberculosi', 'moulin roug', 'cancan d', 'orpheus and eurydic', 'eiffel tower pari', 'dance hal', '19th centuri', 'absinth', 'early 1900', 'belle epoqu', 'dying in arm']"
Playing by Heart,825,['Drama'],"['adulteri', 'hotel', 'aid', 'wedding vow', 'los angeles, california', 'relationship', 'famili']"
The Bridge on the River Kwai,826,"['Drama', 'History', 'War']","['japan', 'based on novel or book', 'resist', 'river', 'world war ii', 'prisoner of war', 'thailand', 'bridg', 'burma']"
Chinatown,829,"['Crime', 'Drama', 'Mystery', 'Thriller']","['rape', 'sea', 'river', 'chinatown', 'mistake in person', 'pedophilia', 'dying and death', 'barrag', 'conspiraci', 'whodunit', 'los angeles, california', 'private detect', 'neo-noir']"
Forbidden Planet,830,['Science Fiction'],"['flying sauc', 'misanthrophi', 'space', 'alien planet', 'rescue miss', 'robot', 'electronic music scor', 'sabotag', 'alien civil', 'extinct rac', 'invisible monst', 'ray weapon', 'mind enhanc', 'atomic power pl', 'romantic triangl', 'creation of matt']"
This Island Earth,831,"['Science Fiction', 'Adventure', 'Horror']","['extraterrestrial technolog', 'spacecraft', 'mutant', 'nobel pr', 'georgia', 'flying sauc', 'space travel', 'resettl', 'space', 'alien', 'scientist']"
Underworld: Evolution,834,"['Fantasy', 'Action', 'Thriller']","['budapest, hungari', 'key', 'vampir', 'forbidden lov', 'light', 'rivalri', 'werewolf', 'gothic', 'evolut', 'dark fantasi', 'vampire vs vampir', 'lycanthrop', 'urban goth']"
Videodrome,837,"['Horror', 'Mystery', 'Science Fiction']","['suicid', 'paranoia', 'hallucin', 'tv station', 'radio present', 'virtual r', 'dystopia', 'insan', 'sadomasoch', 'brainwash', 'cult film', 'body horror']"
American Graffiti,838,"['Comedy', 'Drama']","['california', 'farewel', ""rock 'n' rol"", 'robberi', 'love at first sight', 'car rac', 'radio st', 'vandal', 'radio', 'radio present', 'airplan', 'coming of ag', 'car', 'child', '1960']"
Close Encounters of the Third Kind,840,"['Science Fiction', 'Drama']","['wyom', 'obsess', 'extraterrestrial technolog', 'evacu', 'blackout', 'flying sauc', 'secret bas', 'light', 'beguil', 'exchang', 'toy', 'ufo', 'alien', 'vision', 'missing person', 'escapad', 'potato']"
Dune,841,"['Action', 'Science Fiction', 'Adventure']","['propheci', 'witch', 'monster', 'telepathi', 'atomic bomb', 'space marin', 'emperor', 'mutat', 'insurg', 'space travel', 'duke', 'chosen on', 'dystopia', 'space opera', 'denunci']"
Strangers on a Train,845,"['Crime', 'Thriller']","['perfect crim', 'obsess', 'island', 'train rid', 'psychopath', 'noir', 'murder', 'cheating wif', 'strangul', 'amusement park', 'husband wife estrang', 'chance meet', 'cocktail parti', 'fiancé', 'penn stat']"
The X Files,846,"['Mystery', 'Science Fiction', 'Thriller']","['bomb', 'helicopt', 'secret', 'obsess', 'extraterrestrial technolog', 'fbi', 'space marin', 'mutat', 'secret societi', 'secret organ', 'secret lab', 'x-file', 'govern', 'ufo', 'conspiraci', 'ovin']"
Willow,847,"['Action', 'Adventure', 'Fantasy']","['propheci', 'falsely accus', 'babi', 'monster', 'hero', 'queen', 'traitor', 'magic', 'castl', ""sorcerer's apprentic"", 'black mag', 'animal attack', 'mission']"
Dragonslayer,848,"['Fantasy', 'Adventure']","['secret ident', 'self sacrific', 'magic', 'virgin', 'solar eclips', 'sacrific', ""sorcerer's apprentic"", 'lotteri', 'princess', 'sorcer', 'human sacrific', 'dragon', 'hidden ident', 'crossdress', 'landslid', 'sword and sorceri']"
Krull,849,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['kingdom', 'lightsab', 'dead bodi', 'cult film', 'doppelgäng', 'cyclop', 'changel']"
A Christmas Story,850,"['Comedy', 'Family']","['holiday', 'snow', 'chinese restaur', 'tongu', 'christmas tree deal', 'christma', '1940']"
Enemy at the Gates,853,"['Drama', 'War', 'History']","['winter', 'sniper', 'world war ii', 'russia', 'based on a true stori', 'nazi offic', 'battl', 'violenc', 'bomb', 'death', '1940']"
The Mask,854,"['Romance', 'Comedy', 'Crime', 'Fantasy']","['dual ident', 'bank', 'mockeri', 'jail cel', 'norse mytholog']"
Black Hawk Down,855,"['Action', 'History', 'War']","['ambush', 'prisoner of war', 'wound', 'famin', 'chao', 'arms deal', 'delta forc', 'gunfight', 'combat', '1990', 'rescue oper', 'soldier']"
Who Framed Roger Rabbit,856,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']","['falsely accus', 'movie busi', 'suspicion of murd', 'innoc', 'cartoon', 'whodunit', 'los angeles, california', 'rabbit', 'love sick', 'private detect', 'movie star', 'neo-noir', '1940', 'live action and anim']"
Saving Private Ryan,857,"['Drama', 'History', 'War']","['war crim', 'self sacrific', 'war veteran', 'world war ii', 'war ship', 'airplan', 'braveri', 'normandy, fr', 'parachut', 'troop', 'armi', 'cowardic', 'rescue miss', 'war memori', 'death', 'militari', '1940', 'brutal viol']"
Sleepless in Seattle,858,"['Comedy', 'Drama', 'Romance']","['loss of loved on', 'lovesick', 'journalist', 'parent child relationship', 'radio st', 'christmas parti', ""love of one's lif"", 'radio', 'seattl', 'baltimor', 'fiancé', 'radio present', 'airplan', 'radio transmiss', 'friendship', 'unsoci', 'woman director']"
Dangerous Liaisons,859,"['Drama', 'Romance']","['lovesick', 'sexual', 'cheat', 'cynic', 'ladykil', 'fiancé', 'arranged marriag', 'passion', 'seduct', 'love lett', 'boredom', 'courtly lif', 'lover', 'plan', 'prais', 'gender rol', '18th centuri']"
WarGames,860,"['Thriller', 'Drama', 'Action', 'Adventure', 'Science Fiction']","['video gam', 'artificial intellig', 'fbi', 'cold war', 'hacker', 'prosecut', 'govern', 'comput']"
Total Recall,861,"['Action', 'Adventure', 'Science Fiction']","['falsely accus', 'based on novel or book', 'resist', 'planet mar', 'double lif', 'telepathi', 'mutant', 'hologram', 'space coloni', 'false ident', 'secret ag', 'dystopia', 'cyberpunk', 'false memori', 'implanted memori']"
Toy Story,862,"['Animation', 'Adventure', 'Family', 'Comedy']","['martial art', 'jealousi', 'toy', 'friendship', 'bulli', 'friend', 'rivalri', 'rescu', 'computer anim', 'mission', 'buddi', 'walkie talki', 'toy comes to lif', 'resourc']"
Toy Story 2,863,"['Animation', 'Comedy', 'Family']","['museum', 'prosecut', 'identity crisi', 'airplan', 'collector', 'teamwork', 'friendship', 'computer anim', 'buddi', 'rescue team', 'garage sal', 'duringcreditssting', 'toy comes to lif', 'personif', 'inanimate objects coming to lif']"
Cool Runnings,864,"['Comedy', 'History']","['underdog', 'winter', 'trainer', 'olympic gam', 'jamaica', 'regga', 'bobsleigh', 'sport', 'bobsl', 'calgari']"
The Running Man,865,"['Science Fiction', 'Action', 'Thriller']","['prison', 'based on novel or book', 'chase', 'hunting human b', 'dystopia']"
Finding Neverland,866,['Drama'],"['london, england', 'parent child relationship', 'becoming an adult', 'widow', 'theatre play', 'stroke of f', 'peter pan', 'faith', 'author', 'ill']"
Sliver,867,"['Drama', 'Thriller']","['new york c', 'based on novel or book', 'erotic', 'hidden camera', 'video surveil', 'psychopath', 'murder', 'neighbor', 'stalk', 'female protagonist', 'drug us', 'apartment build', 'mind gam', 'erotic thril']"
Planet of the Apes,869,"['Thriller', 'Science Fiction', 'Action', 'Adventure']","['gorilla', 'space marin', 'space suit', 'revolut', 'chimp', 'slaveri', 'space travel', 'time travel', 'dystopia', 'alien planet', 'ape', 'human subjug']"
Planet of the Apes,871,"['Science Fiction', 'Adventure', 'Drama', 'Action']","['human evolut', 'gorilla', 'bondag', 'space marin', 'chimp', 'slaveri', 'space travel', 'time travel', 'dystopia', 'apocalyps', 'astronaut', 'ape', 'human subjug']"
Singin' in the Rain,872,"['Comedy', 'Music', 'Romance']","['morn', 'music', 'talki', 'partner', 'film in film', 'hollywood', 'broadway', 'audienc', 'pearl necklac', '1920']"
The Color Purple,873,['Drama'],"['prison', 'sibling relationship', 'africa', 'southern usa', 'rape', 'black peopl', 'jazz', 'violent fath', 'violent husband', 'empower', 'adopt', 'jazz singer or musician', 'letter', 'incest']"
A Man for All Seasons,874,"['Drama', 'History']","['england', 'behead', 'death penalti', 'thomas cromwel', 'tudor', 'based on play or mus', 'british monarchi']"
Hook,879,"['Adventure', 'Fantasy', 'Comedy', 'Family']","['fli', 'swordplay', 'sword', 'fairy tal', 'peter pan', 'daughter', 'rescu', 'memory loss', 'duel']"
A Few Good Men,881,['Drama'],"['suicid', 'underdog', 'suspicion of murd', 'court cas', 'navi', 'law', 'dying and death', 'guantanamo bay', 'marine corp', 'code r', 'command', 'military bas', 'u.s. navi', 'sexism', 'right and justic', 'flashback', 'based on play or mus', 'court marti', 'platoon lead', 'legal thril']"
The Best Years of Our Lives,887,"['Drama', 'Romance', 'War']","['post traumatic stress disord', 'war veteran', 'world war ii', 'rehabilit']"
The Flintstones,888,"['Fantasy', 'Comedy', 'Family']","['manag', 'jealousi', 'bad mother-in-law', 'adopt', ""family's daily lif"", 'stone ag', 'plan', 'friendship', 'best friend', 'dinosaur', 'cavemen']"
The Flintstones in Viva Rock Vegas,889,"['Comedy', 'Family', 'Romance']","['waitress', 'marriage propos', 'flirt', 'stone ag', 'best friend', 'dinosaur']"
All the President's Men,891,"['Drama', 'History', 'Mystery', 'Thriller']","['washington d.c.', 'journalist', 'newspap', 'burglar', 'fbi', 'watergate scand', 'plan', 'shadow', 'polit', 'based on a true stori', 'conspiraci', 'waterg']"
Birdman of Alcatraz,898,"['Crime', 'Drama']","['prison', 'rebel', 'prison', 'difficult childhood', 'alcatraz prison', 'ornitholog', 'biographi', 'solitary confin']"
City Lights,901,"['Comedy', 'Drama', 'Romance']","['suicide attempt', 'oper', 'blindness and impaired vis', ""love of one's lif"", 'eye oper', 'love', 'black and whit', 'millionair', 'silent film']"
Cool Hand Luke,903,"['Crime', 'Drama']","['prison', 'rebel', 'loss of loved on', 'based on novel or book', 'florida', 'harass', 'imprison', 'dying and death', 'escap', 'barbed wir', 'death', 'box']"
Doctor Zhivago,907,"['Drama', 'Romance', 'War']","['love triangl', 'nurs', 'loss of loved on', 'suicide attempt', 'world war i', 'forbidden lov', 'step par', 'daughter', 'epic', 'russian revolut']"
Meet Me in St. Louis,909,"['Comedy', 'Drama', 'Romance', 'Family']","['music', 'family relationship', 'fiddl', 'christma', 'early 1900', 'sister']"
The Thomas Crown Affair,913,"['Drama', 'Crime', 'Romance']","['martiniqu', 'famous paint', 'insurance ag', 'stolen paint', 'valuable paint']"
The Great Dictator,914,['Comedy'],"['dictat', 'hairdress', 'amnesia', 'fascism', 'world war ii', 'world war i', 'nazi', 'national soci', 'national socialist parti', 'satir', 'black and whit', 'barbershop', 'anti war', 'fictitious countri']"
Bullitt,916,"['Action', 'Crime', 'Drama', 'Thriller']","['san francisco, california', 'hotel', 'detect', 'based on novel or book', 'airport', 'witness protect', 'politician', 'organized crim', 'hospit', 'burglari', 'gunfight', 'explos', 'coron', 'dodge charg']"
Blind Date,918,"['Comedy', 'Romance']","['sibling relationship', 'california', 'manag', 'judg', 'expensive restaur', 'bachelor', 'new lov', 'yuppi', 'business man', 'blind dat', 'lawyer', 'alcohol', 'wrongful arrest']"
Cars,920,"['Animation', 'Adventure', 'Comedy', 'Family']","['car rac', 'porsch', 'retir', 'friendship', 'road trip', 'computer anim', 'rural area', 'anthropomorph', 'los angeles, california', 'car', 'aftercreditssting', 'duringcreditssting']"
Cinderella Man,921,"['Romance', 'Drama', 'History']","['transport', 'netherland', 'socially deprived famili', ""family's daily lif"", 'boxer', 'comeback', 'train', 'biographi', 'daughter', 'sport', 'box']"
Dead Man,922,"['Drama', 'Fantasy', 'Western']","['sheriff', 'bounty hunt', 'gun', 'attempted murd', 'prosecut', 'illness and injuri', 'dying and death', 'frontier', 'murder', 'black and whit', '19th centuri', 'fear of di', 'wanted dead or al']"
Dawn of the Dead,923,['Horror'],"['helicopt', 'materi', 'machet', 'bite', 'chao', 'state of emerg', 'infect', 'armi', 'biker', 'truck', 'gore', 'zombi', 'motorcycle gang', 'violenc']"
Dawn of the Dead,924,"['Action', 'Horror']","['nurs', 'shotgun', 'department stor', 'bus rid', 'pregnanc', 'bite', 'lorri', 'basement garag', 'infect', 'shopping mal', 'remak', 'gore', 'surviv', 'zombi', 'police offic', 'dog', 'death', 'security guard', 'gun stor', 'duringcreditssting', 'zombie apocalyps', 'brutal viol', 'black comedi']"
Do the Right Thing,925,['Drama'],"['new york c', 'black peopl', 'italian american', 'police brut', 'hip-hop', 'culture clash', 'restaurant crit', 'radio transmiss', 'punk rock', 'chao', 'police oper', 'pizza', 'love', 'money', 'racism', 'brooklyn, new york c', 'heatwav']"
Galaxy Quest,926,"['Comedy', 'Family', 'Science Fiction', 'Adventure']","['spacecraft', 'space battl', 'spoof']"
Gremlins,927,"['Fantasy', 'Horror', 'Comedy']","['holiday', 'monster', 'small town', 'department stor', 'bars and restaur', 'human animal relationship', 'pet', 'chain saw', 'fur', 'bank', 'puppet', 'puppetri', 'christma']"
Gremlins 2: The New Batch,928,"['Comedy', 'Horror', 'Fantasy']","['new york c', 'monster', 'skyscrap', 'mutant', 'restaur', 'human animal relationship', 'mutat', 'tv station', 'dying and death', 'research st', 'fur', 'bat', 'electric shock', 'clever', 'puppetri', 'cowardli']"
Godzilla,929,"['Science Fiction', 'Action', 'Thriller']","['secret', 'atomic bomb', 'intellig', 'missil', 'destroy', 'pregnanc', 'boat accid', 'u.s. armi', 'animal horror']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,"['Drama', 'Comedy', 'War']","['u.s. presid', 'gener', 'cold war', 'nuclear missil', 'satir', 'dark comedi', 'cult film', 'nuclear weapon', 'anti war', 'doomsday devic', 'absurd', 'black comedi']"
Lethal Weapon,941,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']","['self-destruct', 'los angeles, california', 'police detect', 'ex soldi', 'buddy cop', 'lapd', 'homicide detect', 'death of wif', 'reckless']"
Lethal Weapon 2,942,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['loss of loved on', 'gang', 'police detect', 'buddy cop', 'diplomatic immun', 'lapd']"
